楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,电梯数,单元数,楼栋数,楼盘地址,电梯总数,单元总数,楼栋总数,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价
,,,礼顿山1号,,15,5,4,,,,,,,,,,,,
4512,,理工东苑ABCD区,理工东苑ABCD区,普通住宅,74,37,28,二仙桥东三路1号附3号,0,0,0,成华区,北门,二环至三环,1000,2015,50,2,11700
5226,理工东苑A区,理工东苑A区,理工东苑A区,高级住宅,26,13,9,民心路888号,26,13,9,成华区,北门,二环至三环,1400,2014,33,1.8,18000
3237,理工东苑A区,理工东苑A区A,理工东苑A区A,普通住宅,30,15,10,民兴路888号,30,15,10,成华区,北门,二环至三环,500,2014,28,1.6,15300
3238,,理工东苑A区B,,普通住宅,,,,民兴路888号,0,0,0,成华区,北门,二环至三环,500,2014,28,1.6,15300
3239,理工东苑A区,理工东苑A区C,理工东苑A区C,普通住宅,18,9,9,民兴路888号,18,9,9,成华区,北门,二环至三环,300,2014,28,1.6,15300
3240,理工东苑B区,理工东苑B区,理工东苑B区,普通住宅,30,15,12,民兴路888号,30,15,12,成华区,北门,二环至三环,1300,2014,28,1.6,15300
5153,理宫,理宫,理宫,高级住宅,18,9,6,东华一路41号,0,0,0,成华区,东方,,1480,2015,50,2.2,23400
1764,理想中心,理想中心,理想中心,写字楼,17,5,5,天益街38号,17,5,5,高新区,南门,三环外,490,2010,50,5,19360
3765,力博商务楼,力博商务楼,力博商务楼,写字楼,2,1,1,西体北路5号,2,1,1,金牛区,北门,一环内,525,2006,33,1.6,21000
,,,力博商务楼,,2,1,1,,,,,,,,,,,,
,,,力博商务楼,,2,1,1,,,,,,,,,,,,
5205,力德时代,力德时代,力德时代,写字楼,12,8,4,武兴二路17号,12,8,4,武侯区,西门,三环外,440,2012,50,5,24000
,,,力德时代,,12,8,4,,,,,,,,,,,,
,,,力德时代,,12,8,4,,,,,,,,,,,,
6018,力合.上域中央,力合.上域中央,力合.上域中央,普通住宅,12,12,4,新河路166号,12,12,4,青白江区,,,288,2010,20,0,6000
4334,力迅领筑,力迅领筑,力迅领筑,商住楼,3,1,1,文翁路139号,3,1,1,青羊区,北门,一环内,677,2011,30,2.8,25200
,,,力迅领筑,,3,1,1,,,,,,,,,,,,
4768,丽百居,丽百居,,普通住宅,,,,双丰中路263号,0,3,1,武侯区,南门,二环至三环,500,2000,50,0.5,17600
3696,丽都帝景一期,丽都帝景,丽都帝景,普通住宅,15,11,5,长益街3号,15,11,5,武侯区,西门,二环至三环,706,2008,28,1.6,16800
,,,丽都帝景一期,,4,4,2,,,,,,,,,,,,
,,,丽都帝景,,15,5,5,,,,,,,,,,,,
5420,丽都帝景二期,丽都帝景二期,丽都帝景二期,高级住宅,11,7,3,长益街3号,11,7,3,武侯区,东方,,710,2007,40,1.6,12000
5612,丽都花园B区,丽都花园B区,丽都花园B区,高级住宅,6,6,1,丽都路4号,6,6,1,武侯区,东方,,265,2004,0,0,21208
5613,丽都花园C区,丽都花园C区,丽都花园C区,高级住宅,18,9,9,丽都路6号,18,9,9,武侯区,东方,,620,2002,0,0,21208
5614,丽都花园D区,丽都花园D区,丽都花园D区,高级住宅,12,6,6,丽都路16号,12,6,6,武侯区,东方,,323,2004,0,0,21208
48,丽都花园城F区,丽都花园城F区,丽都花园城F区,高级住宅,2,2,1,星狮路1176号,2,2,1,武侯区,东方,,1500,2006,33,1.5,20000
845,丽都世家A区,丽都世家A区,丽都世家A区,高级住宅,20,10,4,董家湾南街18号,20,10,4,武侯区,南门,二环至三环,308,2015,37,2.4,22000
846,丽都世家B区,丽都世家B区,丽都世家B区,高级住宅,20,10,4,核桃堰路69号,20,10,4,武侯区,南门,二环至三环,500,2015,37,2.4,22000
5022,丽都首府,丽都首府,丽都首府,高级住宅,14,7,3,红牌楼长益街50号,17,9,3,武侯区,西门,二环至三环,600,2016,40,2.5,24000
,,,丽都首府,,17,9,3,,,,,,,,,,,,
6417,丽晶公馆,丽晶公馆,,高级住宅,,,,诚心路99号,0,0,0,温江区,,,2200,1997,0,0,14034
3575,丽晶花园,丽晶花园,丽晶花园,普通住宅,13,12,5,实业街59号,13,12,5,金牛区,西门,一环内,792,2004,31,1.2,19320
,,,丽晶花园,,13,12,5,,,,,,,,,,,,
,,,丽晶花园,,13,13,6,,,,,,,,,,,,
,,,新世界·丽晶花园,,12,12,3,,,,,,,,,,,,
5623,丽景华庭一期,丽景华庭,丽景华庭,高级住宅,26,26,7,龙腾中路3号,26,26,7,武侯区,东方,,500,2003,0,0,20798
3708,丽景华庭二期,丽景华庭二期,丽景华庭二期,高级住宅,36,19,7,龙腾西路3号,36,19,7,武侯区,南门,二环至三环,956,2003,45,2,24239
,,,丽景华庭二期,,34,19,7,,,,,,,,,,,,
,,,丽景华庭二期,,36,19,7,,,,,,,,,,,,
,,,丽景华庭二期,,36,19,7,,,,,,,,,,,,
3707,丽景华庭一期,丽景华庭一期,丽景华庭一期,普通住宅,26,26,7,龙腾中路3号,26,26,7,武侯区,西门,二环至三环,1638,2004,31,1.5,18600
,,,丽景华庭一期,,26,26,7,,,,,,,,,,,,
3502,丽景天城,丽景天成,丽景天城,商住楼,16,13,5,小天南街8号,0,0,0,武侯区,南门,一环内,1508,2005,33,1.5,21000
1003,丽景天城,丽景天城,丽景天城,商住楼,17,14,5,小天南街8号,17,14,5,武侯区,南门,一环内,900,2004,35,1.5,21000
5695,,丽景苑,丽景苑,普通住宅,14,7,3,丽景路888号,14,7,3,高新区,,,776,2015,27,0,8000
6339,,丽景苑(成都),丽景苑(成都),高级住宅,3,3,1,文翁路5号,3,3,1,青羊区,,,463,2003,0,0,11365
6389,,丽景苑双流,丽景苑双流,高级住宅,5,5,3,川大路1段100号,5,5,3,双流区,,,333,2004,0,0,14978
5542,丽水澜庭A区,丽水澜庭A、B区,丽水澜庭A、B区,高级住宅,32,16,12,洪山路68号,32,16,12,成华区,东方,,500,2011,0,0,15883
3788,丽水澜庭A区,丽水澜庭A区,丽水澜庭A区,普通住宅,12,6,4,洪山路2号,12,6,4,成华区,北门,二环至三环,378,2012,50,2.2,11700
,,,丽水澜庭A区,,12,6,4,,,,,,,,,,,,
,,,丽水澜庭A区,,6,6,4,,,,,,,,,,,,
3789,丽水澜庭B区,丽水澜庭B区,丽水澜庭B区,普通住宅,20,10,8,红山路2号,20,10,8,成华区,北门,二环至三环,444,2014,50,2.2,11700
,,,丽水澜庭B区,,8,8,6,,,,,,,,,,,,
156,丽水澜庭B区,丽水澜庭B区1-5栋、8栋,丽水澜庭B区,普通住宅,16,8,6,红山路2号,16,8,6,成华区,北门,二环至三环,1200,2014,50,2.2,16000
5039,,丽水澜庭B区6-7栋,,普通住宅,,,,红山路2号,0,0,0,成华区,北门,二环至三环,900,2014,30,2.2,14400
1293,丽榭苑,丽榭苑,,高级住宅,,,,黄苑街115号,0,0,0,金牛区,北门,二环至三环,420,2013,33,1.6,18000
5765,丽阳晶舍二期,丽阳晶舍二期,丽阳晶舍二期,普通住宅,4,4,1,龙平路324号,4,4,1,龙泉驿区,,,480,2006,20,0,6000
5766,丽阳晶舍一期,丽阳晶舍一期,丽阳晶舍一期,普通住宅,0,5,2,龙平路324号,0,5,2,龙泉驿区,,,60,2006,20,0,6000
4392,丽阳天下写字楼,丽阳天下,丽阳天下,写字楼,3,1,1,万和路99号,3,1,1,青羊区,北门,一环内,1050,2006,31,1.8,19656
,,,丽阳天下,,4,1,1,,,,,,,,,,,,
5638,丽阳天下商务大厦,丽阳天下商务大厦,丽阳天下商务大厦,商住楼,5,1,1,八宝街万和路99号,5,1,1,青羊区,东方,,646,2008,0,0,19800
1638,郦景东城,郦景东城,郦景东城,普通住宅,4,4,1,怡福路226号,4,4,1,成华区,北门,二环至三环,740,2004,50,0.5,14040
2091,莲花大厦,莲花大厦,莲花大厦（成都）,写字楼,2,1,1,莲花新区北二巷2号,2,1,1,锦江区,东门,一环至二环,500,2000,37,1.6,23100
6239,莲花大厦,莲花大厦（成都）,莲花大厦（成都）,写字楼,2,1,1,莲花北二巷2号,2,1,1,锦江区,,,1173,2002,0,0,11000
3746,莲花逸都,莲花逸都,瑞升·莲花逸都,高级住宅,16,8,5,海椒市街68号,16,8,5,锦江区,东门,一环至二环,1374,2010,33,1.6,21000
,,,莲花逸都,,16,8,5,,,,,,,,,,,,
,,,莲花逸都,,8,8,5,,,,,,,,,,,,
4114,联邦财富中心,联邦财富中心,联邦财富中心,商住楼,15,4,3,武科东四路18号,0,0,0,武侯区,南门,三环外,500,2015,50,6,16500
2276,联合美学,联合美学,联合美学,写字楼,1,1,1,大石西路153号,1,1,1,青羊区,北门,一环内,500,2008,33,1.6,21000
1004,联亿大厦,联亿大厦,联亿大厦,写字楼,1,1,1,浆洗街20号,0,0,0,武侯区,南门,一环内,667,2004,50,2.5,23100
5267,粮油综合大楼,粮油综合大楼,粮油综合大楼,商住楼,2,1,1,东打铜街58号,2,1,1,青羊区,西门,一环内,1267,2009,43,1.8,26880
4460,两河锦地,两河锦地,两河锦地,高级住宅,36,18,17,黄金东二路26号,36,18,17,金牛区,西门,三环外,1983,2010,30,1.2,22000
,,,两河锦地,,36,18,17,,,,,,,,,,,,
,,,两河锦地,,36,18,17,,,,,,,,,,,,
6103,两江国际写字楼,两江国际B座,两江国际B座,写字楼,2,1,1,天府一街369号,2,1,1,高新区,,,1173,1999,0,0,13333
5076,两江国际写字楼,两江国际写字楼,两江国际写字楼,普通住宅,8,2,1,益州大道与天府一街交汇处,8,2,1,高新区,南门,三环外,1222,2015,33,2.3,21780
1335,两江国际住宅楼,两江国际住宅楼,两江国际住宅楼,普通住宅,12,6,6,益州大道与天府一街交汇处,12,6,6,高新区,东方,,1222,2015,33,2.3,21780
1336,两江汉铂酒店公寓,两江汉铂酒店公寓,,普通住宅,,,,天府一街367号,0,0,0,高新区,南门,三环外,500,2014,32,1.6,20900
6193,量力灯具城商业中心,量力灯具城,量力灯具城,商业中心,15,4,4,金丰路6号,15,4,4,金牛区,,,1760,2003,0,0,15000
6194,量力灯具城写字楼,量力钢材城B交易区,量力钢材城B交易区,写字楼,9,6,6,金丰路6号,9,6,6,金牛区,,,7040,2003,0,0,10000
3921,量力灯具城写字楼,量力钢铁交易大厦,量力钢材城,商住楼,15,3,3,金丰路6号,11,6,6,金牛区,西门,三环外,1173,2010,83,1.6,28000
,,,量力钢材城B区,,9,6,6,,,,,,,,,,,,
,,,量力钢铁交易大厦,,11,3,3,,,,,,,,,,,,
3920,量力灯具城写字楼,量力商务大厦,量力商务楼,商住楼,8,2,2,金丰路6号,6,2,1,金牛区,西门,三环外,500,2011,50,1.8,28000
,,,量力商务大厦,,6,2,1,,,,,,,,,,,,
4299,邻里中央,邻里中央,邻里中央,普通住宅,6,2,1,晋吉北路66号,6,3,2,武侯区,西门,二环至三环,653,2012,30,2,19200
,,,邻里中央,,4,2,2,,,,,,,,,,,,
,,,邻里中央,,6,3,2,,,,,,,,,,,,
1930,林贸大厦,林贸大厦,林贸大厦,写字楼,2,1,1,二环路北二段189号,2,1,1,金牛区,北门,一环至二环,992,2004,50,1.6,14400
1931,林业厅商住楼,林业厅商住楼,林业厅商住楼,普通住宅,2,1,1,人民北路15号,2,1,1,金牛区,北门,一环内,758,2001,50,1.6,16800
762,临江丽苑C区,临江丽苑C区,,普通住宅,,,,川大南二路208号,0,0,0,武侯区,南门,三环外,900,2010,50,1.1,13200
763,临江丽苑三期,临江丽苑三期A区,,普通住宅,,,,川大南二段206-208号,0,0,0,武侯区,南门,三环外,900,2010,50,1.1,15400
764,临江丽苑三期,临江丽苑三期B区,,普通住宅,,,,川大南二段206-208号,0,0,0,武侯区,南门,三环外,1100,2010,50,1.1,15400
4609,粼江峰阁,粼江峰阁,粼江峰阁,高级住宅,22,9,6,宏济新路185号,22,9,6,锦江区,东门,一环至二环,1143,2008,39,2.1,24570
,,,粼江峰阁,,22,9,6,,,,,,,,,,,,
1005,玲珑郡,玲珑郡,玲珑郡,普通住宅,50,24,8,武侯大道铁佛段金履四路58号,0,0,0,武侯区,东方,,500,2013,28,1.9,17000
2093,凌海房产,凌海房产,凌海房产,高级住宅,4,2,1,锦兴路20号,4,2,1,锦江区,东门,一环内,500,2001,47,1.6,29400
5602,凌熹大厦,凌熹大厦,凌熹大厦,写字楼,1,1,1,战旗东路4号,1,1,1,青羊区,东方,,160,2002,0,0,16930
4716,凌熹苑,凌熹苑,凌熹苑,商住楼,1,1,1,战旗东路2号,1,1,1,青羊区,西门,二环至三环,600,2002,40,2,22000
5048,凌熹苑·交通局办公楼,凌熹苑·交通局办公楼,,商住楼,,,,战旗东路2号,0,0,0,青羊区,西门,二环至三环,600,2002,40,2,22000
1402,菱窠路实验楼,菱窠路实验楼,菱窠路实验楼,写字楼,1,1,1,菱窠路133号,1,1,1,锦江区,东门,二环至三环,500,2014,50,1.6,16800
1428,领都,领都,澳龙·领都,普通住宅,18,10,5,云龙南路66号,18,11,6,成华区,北门,二环至三环,900,2015,50,1.9,13320
,,,领都,,18,11,6,,,,,,,,,,,,
5054,领馆国际城一期,领馆国际城,领馆国际城,普通住宅,18,7,5,梓州大道411号,18,7,5,高新区,东方,,1247,2015,50,1.8,16720
1337,领馆国际城一期,领馆国际城1期,领馆国际城1期,普通住宅,16,6,4,红星路南延线与领馆大道交汇处,16,6,4,高新区,东方,,1247,2015,50,1.8,16720
1338,领馆国际城二期,领馆国际城2期,领馆国际城2期,普通住宅,4,2,2,红星路南延线与领馆大道交汇处,4,2,2,高新区,东方,,1248,2015,50,1.8,16720
3940,领馆区1号,领馆区1号,领馆区1号,普通住宅,24,13,4,中和大道99号,24,13,4,高新区,南门,三环外,1440,2010,50,1.5,17820
,,,领馆区一号,,24,13,4,,,,,,,,,,,,
,,,领馆区一号,,4,2,1,,,,,,,,,,,,
4343,领馆逸品,领馆逸品,领馆逸品,商住楼,12,6,3,新下街319号,12,6,3,高新区,南门,三环外,500,2010,50,1.1,15840
,,,领馆逸品,,12,6,2,,,,,,,,,,,,
,,,领馆逸品,,12,6,2,,,,,,,,,,,,
,,,领馆逸品,,12,6,2,,,,,,,,,,,,
1766,领事公馆,领事公馆,领事公馆,高级住宅,6,2,1,中和镇迎江路81号,6,2,1,高新区,南门,三环外,336,2013,40,2.3,26400
,,,三利宅院·领事公馆,,6,2,1,,,,,,,,,,,,
6104,领事公馆,领事公馆1,领事公馆1,高级住宅,6,2,1,中和镇迎江路81号,6,2,1,高新区,,,642,2001,0,0,18716
1639,领域,领域,领域,普通住宅,10,10,3,上沙河铺街206号,10,10,3,成华区,东门,二环至三环,724,2007,30,1.2,19110
,,,领域,,10,10,3,,,,,,,,,,,,
,,,领域,,10,10,2,,,,,,,,,,,,
5751,嶺尚,嶺尚,嶺尚,普通住宅,4,2,1,大面五兴街2号,4,2,1,龙泉驿区,,,160,2013,20,0,6000
2094,流星花园,流星花园,流星花园（成都）,商住楼,6,3,1,天仙桥北路3号,6,3,1,锦江区,东门,一环内,450,2003,33,1.6,21000
6240,流星花园,流星花园（成都）,流星花园（成都）,高级住宅,6,3,1,天仙桥北路3号,6,3,1,锦江区,,,633,2012,0,0,20000
5458,琉璃综合体,琉璃综合体,琉璃综合体,商住楼,1,1,4,琉璃场经天路,0,0,0,锦江区,东方,,228,2004,34,1.6,10300
4466,镏金岁月,镏金岁月,镏金岁月,高级住宅,33,11,8,牛沙北路166号,33,11,8,锦江区,东方,,1500,2007,38,1.5,24360
,,,镏金岁月,,33,11,8,,,,,,,,,,,,
,,,镏金岁月,,33,11,8,,,,,,,,,,,,
5878,柳岸阳光,柳岸阳光,柳岸阳光,普通住宅,4,2,2,杨柳路南段8号,4,2,2,温江区,,,224,2010,20,0,6000
5859,柳城丽江苑,柳城丽江苑,柳城丽江苑,普通住宅,5,5,1,滨江路60号,5,5,1,温江区,,,140,2004,20,0,6000
5026,柳堤苑,柳堤苑,柳堤苑,普通住宅,3,3,1,九里堤南路99号,4,3,1,金牛区,北门,一环至二环,460,2006,40,1.8,21600
,,,柳堤园,,4,3,1,,,,,,,,,,,,
,,,柳提苑,,3,3,1,,,,,,,,,,,,
1403,柳江办公大楼,柳江办公大楼,柳江办公大楼,写字楼,1,1,1,科创路118号,4,2,1,锦江区,南门,二环至三环,500,2011,50,1.6,15400
,,,柳江新居办公楼,,4,2,1,,,,,,,,,,,,
4550,柳江新居五期,柳江新居5期,柳江新居5期,普通住宅,13,11,3,琉璃一街16号,2,1,1,锦江区,南门,二环至三环,380,2010,50,1,16280
,,,柳江新居五期,,2,1,1,,,,,,,,,,,,
344,柳江新居二期,柳江新居二期,柳江新居二期,普通住宅,16,8,6,洗瓦堰73号,16,8,6,锦江区,南门,二环至三环,1246,2005,33,1.6,19800
4549,柳江新居三期,柳江新居三期,柳江新居3期,普通住宅,12,6,3,琉璃中街30号,16,8,4,锦江区,南门,二环至三环,500,2008,50,1,16280
,,,柳江新居3期,,12,6,3,,,,,,,,,,,,
,,,柳江新居三期,,16,8,4,,,,,,,,,,,,
1405,柳江新居三期,柳江新居三期附楼,柳江新居3期附楼,普通住宅,4,2,1,琉璃中街29号,4,2,1,锦江区,南门,二环至三环,500,2008,50,1,16280
1406,柳江新居五期,柳江新居五期1栋-3栋,柳江新居5期A,普通住宅,13,11,3,琉璃一街16号,13,11,3,锦江区,南门,二环至三环,380,2010,50,1,16280
1407,柳江新居五期,柳江新居五期4栋-6栋,柳江新居5期B,普通住宅,16,8,3,琉璃一街16号,16,8,3,锦江区,南门,二环至三环,380,2010,50,1,16280
4548,柳江新居一期,柳江新居一期,柳江新居一期,普通住宅,7,5,3,翠风路428号,23,13,9,锦江区,南门,二环至三环,500,2008,50,1,16280
,,,柳江新居1期,,7,5,3,,,,,,,,,,,,
,,,柳江新居一期,,23,13,9,,,,,,,,,,,,
,,,柳江新居一期,,23,13,9,,,,,,,,,,,,
5666,龙博御景,龙博御景,龙博御景,商住楼,16,8,6,西河大道330号,16,8,6,龙泉驿区,东方,,420,2001,0,0,6900
4338,龙城,龙城,龙城,普通住宅,26,13,9,云龙路19号,26,13,9,成华区,北门,二环至三环,1020,2012,28,1.2,15300
,,,龙城小区,,25,12,8,,,,,,,,,,,,
,,,龙城小区,,24,12,8,,,,,,,,,,,,
,,,龙城二期·领都,,19,9,5,,,,,,,,,,,,
5748,龙城1号二期,龙城1号二期,龙城1号二期,高级住宅,8,4,4,大面龙城大道1号,8,4,4,龙泉驿区,,,500,2011,33,0,10000
5749,龙城1号三期,龙城1号三期,龙城1号三期,高级住宅,19,13,6,大面龙城大道1号,19,13,6,龙泉驿区,,,500,2013,33,0,10000
6270,龙城1号一期,龙城一号,龙城一号,高级住宅,31,26,9,龙城大道1号,31,26,9,龙泉驿区,,,7978,2003,0,0,19635
2389,龙城创业港,龙城创业港,龙城创业港,写字楼,12,4,2,迪康大道8号,12,4,2,高新区,西门,三环外,600,2010,33,8,20000
6298,龙城国际1-4期,龙城国际（成都）,龙城国际（成都）,高级住宅,90,52,21,红高路88号,90,52,21,郫都区,,,19718,2001,0,0,15231
6299,龙城国际五期,龙城国际五期,龙城国际五期,高级住宅,15,7,6,银润北一路36号,15,7,6,郫都区,,,3712,2003,0,0,15231
5193,龙光·天悦龙庭,龙光·天悦龙庭,龙光·天悦龙庭,普通住宅,18,9,5,柳河路139号,18,9,5,锦江区,东方,,760,2014,32,2.6,21120
1409,龙光·天悦龙庭,龙光·天悦龙庭6栋-10栋,龙光·天悦龙庭A,普通住宅,18,9,5,柳河路139号,18,9,5,锦江区,南门,二环至三环,644,2014,32,2.6,21120
6300,龙光君悦华庭一期,龙光君悦华庭(一期),龙光君悦华庭(一期),高级住宅,24,14,12,和平南二街123号,24,14,12,郫都区,,,5280,2002,0,0,8255
1932,龙湖北城天街一期,龙湖北城天街,龙湖北城天街（原名_北城天街）,写字楼,5,2,2,五福桥东路9号,5,2,2,金牛区,北门,二环至三环,433,2013,37,2.6,19800
6195,龙湖北城天街一期,龙湖北城天街（原名_北城天街）,龙湖北城天街（原名_北城天街）,写字楼,5,2,2,五福桥东路9号,5,2,2,金牛区,,,2347,2002,0,0,22430
1933,龙湖北城天街二期,龙湖北城天街二期,龙湖北城天街二期,高级住宅,30,22,10,五福桥东路9号,30,22,10,金牛区,北门,二环至三环,1750,2014,37,2.6,19800
1934,龙湖北城天街二期,龙湖北城天街二期（二批次）,龙湖北城天街二期（二批次房）,高级住宅,31,27,11,五福桥东路9号,31,27,11,金牛区,北门,二环至三环,1750,2014,37,2.6,19800
6196,龙湖北城天街二期,龙湖北城天街二期（二批次房）,龙湖北城天街二期（二批次房）,高级住宅,31,27,11,五福桥东路229号,31,27,11,金牛区,,,6120,2004,0,0,23162
1935,龙湖北城天街公寓楼,龙湖北城天街公寓楼,龙湖北城天街公寓楼,高级住宅,26,13,7,五福桥东路9号,26,13,7,金牛区,北门,二环至三环,500,2014,37,2.6,19800
1936,龙湖北城天街星座,龙湖北城天街星座,龙湖北城天街星座,写字楼,16,5,5,五福桥东路9号,16,5,5,金牛区,北门,二环至三环,500,2014,37,2.6,19800
2277,龙湖翠微清波,龙湖翠微清波,龙湖翠微清波,普通住宅,60,30,16,金福路393号,60,30,16,青羊区,北门,三环外,1000,2008,32,2,17280
6144,龙湖弗莱明戈二期,龙湖弗莱明戈2期（原名_弗莱明戈2期）,龙湖弗莱明戈2期（原名_弗莱明戈2期）,高级住宅,45,30,19,蜀信东路19号,45,30,19,高新西区,,,473,1999,0,0,16310
6301,龙湖弗莱明戈一期,龙湖弗莱明戈（原名_弗莱明戈）,龙湖弗莱明戈（原名_弗莱明戈）,高级住宅,66,41,23,蜀信东路18号,66,41,23,郫都区,,,8525,2003,0,0,16146
5149,龙湖金楠时光,龙湖金楠时光,龙湖金楠时光,高级住宅,10,7,2,晋阳路432,0,0,0,武侯区,西门,二环至三环,620,2015,85,15,24000
,,,龙湖金楠时光,,10,5,3,,,,,,,,,,,,
5148,龙湖金楠天街,龙湖金楠天街,龙湖金楠天街,高级住宅,28,14,8,武晋路1488号,28,14,8,武侯区,西门,二环至三环,500,2014,30,2.8,20000
,,,龙湖金楠天街,,34,17,17,,,,,,,,,,,,
,,,龙湖金楠天街,,13,11,5,,,,,,,,,,,,
2443,龙湖金楠天街蓉香庭,龙湖金楠天街蓉香庭,龙湖金楠天街蓉香庭,普通住宅,8,4,3,晋吉西一街66号,8,4,3,武侯区,西门,二环至三环,400,2013,30,1.6,18000
2096,龙湖晶蓝半岛,龙湖晶蓝半岛,龙湖晶蓝半岛（原名_晶蓝半岛）,高级住宅,28,14,8,宏济中路38号,28,14,8,锦江区,东门,一环内,1644,2008,45,1.5,28350
6241,龙湖晶蓝半岛,龙湖晶蓝半岛（原名_晶蓝半岛）,龙湖晶蓝半岛（原名_晶蓝半岛）,高级住宅,28,14,8,宏济新路485号,28,14,8,锦江区,,,2898,2002,0,0,30820
3249,龙湖丽景二期,龙湖丽景二期,龙湖丽景2期,商住楼,29,18,7,龙潭寺火神庙65号,29,18,7,成华区,东门,三环外,380,2011,50,0.8,9660
204,龙湖丽景一期,龙湖丽景一期,,普通住宅,,,,龙潭寺火神庙路63号,0,0,0,成华区,北门,二环至三环,303,2008,50,0.8,14400
1640,龙湖三千城二期,龙湖三千城二期,龙湖三千城二期（原名_三千城二期）,高级住宅,18,6,2,二环路东二段3号,18,6,2,成华区,东方,,1415,2011,47,2.6,25200
6055,龙湖三千城二期,龙湖三千城二期（原名_三千城二期）,龙湖三千城二期（原名_三千城二期）,高级住宅,18,6,2,二环路东二段3号,18,6,2,成华区,,,2500,2008,0,0,27702
6056,龙湖三千城·铜雀台,龙湖三千城一、二期.铜雀台,龙湖三千城一、二期.铜雀台,高级住宅,16,16,4,二环路东二段4号,16,16,4,成华区,,,500,2003,0,0,27702
1641,龙湖三千城·铜雀台,龙湖三千城一、二期·铜雀台,龙湖三千城一、二期.铜雀台,高级住宅,16,16,4,二环路东二段4号,16,16,4,成华区,北门,一环至二环,1416,2011,47,2.6,25200
