城市,楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,状态,媒体类型,经营商户,电梯数,单元数,楼栋数,楼盘地址,禁忌行业,单价,电梯总数,单元总数,楼栋总数,促销价格,是否活动,媒体类型占比,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价,缩略图,大门图片,单元图片,电梯图片,经度,纬度,状态,资源录入时间,资源录入人员,操作时间,操作人员,楼盘备注
成都,5396,峰度天下,峰度天下,峰度天下,高级住宅,开启,门贴,盛世华腾,11,4,2,剑南大道中段555号,房产中介-医美整形-综合医院-专科医院-商品房,99,11,4,2,0,0,"a:1:{s:7:""media_3"";d:100;}",高新区,东方,,1350,2015,53,3.6,16000,./Uploads/ico/2018-02-07/m_5a7aa07990c64.jpg,./Uploads/ico/2018-02-07/5a7aa07990c64.jpg,./Uploads/ico/2016-09-28/57eb1e1cd78dec.jpg,./Uploads/ico/2018-02-07/5a7aa07e5fab9.jpg,104.0468,30.55985,开启,1970年01月01日 08点00分00秒,,2018年02月07日 14点45分21秒,杨镰齐,
成都,262,峰汇中心写字楼,峰汇中心(甲级写字楼),峰汇中心(甲级写字楼),商住楼,开启,电梯框架,精视传媒,12,2,2,天府三街218号,房产中介-商品房,99,12,2,2,0,0,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,三环外,800,2013,55,4.2,33000,./Uploads/thumb/2016-03-07/56dd2e848b379.jpg,./Uploads/ico/2016-03-07/56dd2e848b379.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.061703,30.548076,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
成都,263,峰汇中心住宅,峰汇中心(住宅楼),峰汇中心(住宅楼),高级住宅,开启,电梯框架,精视传媒,4,2,1,天府三街218号,房产中介-商品房,99,4,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,三环外,607,2013,37,4.2,22000,./Uploads/thumb/2016-03-07/56dd2e18be6f5.jpg,./Uploads/ico/2016-03-07/56dd2e18be6f5.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.06172,30.548072,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
成都,3654,锋尚阳光,锋尚阳光,锋尚阳光,商住楼,开启,电梯框架,分众传媒,2,1,1,三友路3号,,199,2,1,1,0,2,"a:1:{s:7:""media_1"";d:100;}",成华区,北门,二环至三环,378,2009,41,1.2,22320,./Uploads/thumb/2016-11-08/5821840ab24d8.jpg,./Uploads/ico/2017-10-26/59f1a2ca3fc10.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.090321,30.680607,开启,1970年01月01日 08点00分00秒,杨镰齐,2017年12月20日 14点44分00秒,杨镰齐,
,,,,锋尚阳光,,禁用,电子屏,博景传媒,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4742,锋尚阳光臻品,锋尚阳光臻品,锋尚阳光臻品,写字楼,开启,电梯框架,经典视线,2,1,1,三友路3号,,99,2,1,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",成华区,北门,一环至二环,300,2011,40,5,21600,./Uploads/thumb/2017-03-09/58c11234afd26.jpg,./Uploads/ico/2017-03-09/58c11234afd26.JPG,./Uploads/ico/2017-03-09/58c11234aff34.jpg,./Uploads/ico/2017-03-09/58c11234b00c3.jpg,104.090321,30.680607,开启,2017年01月12日 13点35分34秒,yanglianqi,2017年12月20日 14点44分18秒,杨镰齐,
,,,,臻品,,禁用,电子屏,博景传媒,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,锋尚阳光臻品大厦,,开启,门贴,盛世华腾,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6511,凤凰傲城,凤凰傲城,,高级住宅,,,,,,,大成路南段768号,,199,0,0,0,0,0,a:0:{},新都区,,,1000,2004,0,0,7900,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.067974,30.744469,禁用,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3854,凤凰大厦,凤凰大厦,凤凰大厦,写字楼,开启,电梯框架,华语传媒,3,2,1,解放路二段6号,,99,3,2,1,0,0,"a:2:{s:7:""media_1"";d:43;s:7:""media_3"";d:57;}",金牛区,西门,一环内,667,2007,50,4.5,17220,./Uploads/thumb/2016-11-08/58219ff370879.jpg,./Uploads/ico/2016-11-08/58219ff370879.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.079734,30.67819,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分05秒,杨镰齐,
,,,,凤凰大厦,,开启,门贴,中广众易,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,凤凰大厦,,开启,门贴,成都众燚,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4212,凤栖桐,凤栖桐,凤栖桐,商住楼,开启,电梯框架,框框广告,3,1,1,饮马河沿街7号,,99,3,1,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",金牛区,北门,一环至二环,900,2011,30,1.8,23040,./Uploads/thumb/2016-03-07/56dce686c1679.jpg,./Uploads/ico/2016-03-07/56dce686c1679.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.054038,30.675442,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分10秒,杨镰齐,
,,,,凤栖桐,,禁用,电子屏,新潮,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,凤栖桐,,开启,门贴,成都众燚,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,772,凤翔华庭一期,凤翔华庭,凤翔华庭,普通住宅,禁用,电梯框架,精视传媒,20,10,5,荆翠南二街23号,,199,20,10,5,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",成华区,北门,一环至二环,900,2008,50,1.5,14400,./Uploads/thumb/2016-04-07/570613abf216b.jpg,./Uploads/ico/2016-04-07/570613abf216b.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.098162,30.715203,开启,2016年04月07日 15点24分54秒,yanglianqi,2017年12月20日 14点43分25秒,杨镰齐,
,,,,凤翔华庭,,开启,门贴,成都众燚,20,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,凤翔华庭,,开启,电梯框架,分众传媒,20,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,187,凤翔华庭二期,凤翔华庭二期,凤翔华庭二期,高级住宅,禁用,电梯框架,精视传媒,8,4,3,荆翠南二街23号,,99,0,0,0,0,0,a:0:{},成华区,北门,二环至三环,627,2010,30,0.5,18000,./Uploads/thumb/2016-03-07/56dd2254387ab.jpg,./Uploads/ico/2016-03-07/56dd2254387ab.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.09836,30.715458,禁用,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
成都,4949,孵化园5号楼,孵化园5号楼,孵化园5号楼,写字楼,开启,电梯框架,新城南汇,4,1,1,高新孵化园,房产中介-商品房,99,4,1,1,39,0,"a:1:{s:7:""media_1"";d:100;}",高新区,0,,500,2012,40,6,26400,./Uploads/thumb/2017-03-10/58c269992a43a.png,./Uploads/ico/2017-03-10/58c269992a43a.png,./Uploads/ico/2017-03-10/58c269992a724.jpg,./Uploads/ico/2017-03-10/58c269992a869.jpg,104.064328,30.573457,开启,2017年02月22日 13点57分03秒,yanglianqi,2018年01月12日 15点36分29秒,admin,
成都,4951,孵化园7号楼,孵化园7号楼,孵化园7号楼,写字楼,开启,电梯框架,新城南汇,4,1,1,高新孵化园,房产中介-商品房,99,4,1,1,39,0,"a:1:{s:7:""media_1"";d:100;}",高新区,0,,500,2012,40,6,26400,./Uploads/thumb/2017-03-10/58c269b0a1c11.png,./Uploads/ico/2017-03-10/58c269b0a1c11.png,./Uploads/ico/2017-03-10/58c269b0a1eae.jpg,./Uploads/ico/2017-03-10/58c269b0a1ffe.jpg,104.064328,30.573457,开启,2017年02月22日 13点57分03秒,yanglianqi,2018年01月12日 15点36分33秒,admin,
成都,4502,孵化园9号楼,孵化园9号F座,孵化园9号F座,写字楼,禁用,电子屏,新潮,2,1,1,天府大道北段1480号,,99,0,0,0,39,0,a:0:{},高新区,东方,,500,2012,38,6,25520,./Uploads/thumb/2017-03-10/58c269c3b6ac8.png,./Uploads/ico/2017-03-10/58c269c3b6ac8.png,./Uploads/ico/2017-03-10/58c269c3b6d66.jpg,./Uploads/ico/2018-02-26/5a93d24b341de.jpg,104.060801,30.572216,禁用,1970年01月01日 08点00分00秒,yanglianqi,2018年02月26日 17点24分28秒,杨镰齐,
成都,3542,孵化园9号楼,孵化园9号楼,孵化园9F,写字楼,禁用,电子屏,博景传媒,6,6,3,天府大道北段1480号,,99,2,1,1,39,0,"a:1:{s:7:""media_3"";d:100;}",高新区,0,,500,2012,39,6,25520,./Uploads/thumb/2016-11-08/58216a281187c.jpg,./Uploads/ico/2016-11-08/58216a281187c.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.060892,30.57263,开启,1970年01月01日 08点00分00秒,yanglianqi,2018年01月12日 15点36分54秒,admin,
,,,,孵化园九号楼A座,,开启,门贴,中广众易,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4952,孵化园9号楼,孵化园9号楼A座,孵化园9号楼A座,写字楼,开启,电梯框架,新城南汇,2,1,1,高新孵化园,房产中介-商品房,99,2,1,1,39,0,"a:1:{s:7:""media_1"";d:100;}",高新区,0,,500,2012,40,6,26400,./Uploads/thumb/2017-04-18/58f585f6a3917.jpg,./Uploads/ico/2017-04-18/58f585f6a3917.jpg,./Uploads/ico/2017-04-18/58f585f6a3bd8.jpg,./Uploads/ico/2017-04-18/58f585f6a3e99.jpg,104.061264,30.573133,开启,2017年02月22日 13点57分03秒,yanglianqi,2018年01月12日 15点36分37秒,admin,
成都,4953,孵化园9号楼,孵化园9号楼E座,孵化园9号楼E座,写字楼,开启,电梯框架,新城南汇,5,1,1,高新孵化园,房产中介-商品房,99,5,1,1,39,0,"a:1:{s:7:""media_1"";d:100;}",高新区,0,,500,2012,40,6,26400,./Uploads/thumb/2017-03-10/58c2695d2f199.png,./Uploads/ico/2017-03-10/58c2695d2f199.png,./Uploads/ico/2017-03-10/58c2695d2f485.jpg,./Uploads/ico/2017-03-10/58c2695d2f5ef.jpg,104.060846,30.572551,开启,2017年02月22日 13点57分03秒,yanglianqi,2018年01月12日 15点36分42秒,admin,
成都,4955,孵化园9号楼,孵化园9号楼F座,孵化园9号楼F座,写字楼,开启,电梯框架,新城南汇,6,3,1,高新孵化园,房产中介-商品房,99,6,3,1,39,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",高新区,0,,500,2012,40,6,26400,./Uploads/thumb/2017-03-10/58c26985c3248.png,./Uploads/ico/2017-03-10/58c26985c3248.png,./Uploads/ico/2017-03-10/58c26985c34ef.jpg,./Uploads/ico/2017-03-10/58c26985c3626.jpg,104.060518,30.571813,开启,2017年02月22日 13点57分03秒,yanglianqi,2018年01月12日 15点36分46秒,admin,
,,,,孵化园9号楼F座,,开启,门贴,成都众燚,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5197,孵化园A栋,孵化园A栋,孵化园A栋,写字楼,禁用,电子屏,博景传媒,2,1,1,益州大道1599号,,99,0,0,0,39,0,a:0:{},高新区,0,,500,2008,50,3,33000,./Uploads/ico/2017-06-14/m_594102689e6b2.png,./Uploads/ico/2017-06-14/594102689e6b2.png,./Uploads/ico/2017-06-14/59410268c0d7c.jpg,./Uploads/ico/2017-06-14/59410268c6c95.jpg,104.061115,30.572566,禁用,2017年06月07日 15点02分01秒,yanglianqi,2018年01月12日 15点36分16秒,admin,
成都,5198,孵化园D栋,孵化园D栋,孵化园D栋,写字楼,禁用,电子屏,博景传媒,1,1,1,益州大道1599号,,99,1,1,1,39,0,"a:1:{s:7:""media_3"";d:100;}",高新区,0,,500,2008,50,3,33000,./Uploads/ico/2017-06-14/m_5941028ab7e59.png,./Uploads/ico/2017-06-14/5941028ab7e59.png,./Uploads/ico/2017-06-14/5941028adaa8b.jpg,./Uploads/ico/2017-06-14/5941028adf8e7.jpg,104.059736,30.573153,开启,2017年06月07日 15点02分01秒,yanglianqi,2018年01月12日 15点36分20秒,admin,
,,,,孵化园九号楼D座,,开启,门贴,中广众易,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5199,孵化园E栋,孵化园E栋,孵化园E栋,写字楼,禁用,电子屏,博景传媒,4,1,1,益州大道1599号,,99,4,1,1,39,0,"a:1:{s:7:""media_3"";d:100;}",高新区,0,,500,2008,50,3,33000,./Uploads/ico/2017-06-14/m_594102a76a1c2.png,./Uploads/ico/2017-06-14/594102a76a1c2.png,./Uploads/ico/2017-06-14/594102a78d5db.jpg,./Uploads/ico/2017-06-14/594102a792ad1.jpg,104.059736,30.573153,开启,2017年06月07日 15点02分01秒,yanglianqi,2018年01月12日 15点36分25秒,admin,
,,,,孵化园九号楼E座,,开启,门贴,中广众易,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5820,弗客城一期,弗客城一期,弗客城一期,普通住宅,开启,电梯框架,飞廉传媒,9,6,3,航空港临港路1段,,99,9,6,3,0,0,"a:1:{s:7:""media_1"";d:100;}",双流区,,,1630,2010,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.986647,30.567452,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6370,弗客水岸,弗客水岸,弗客水岸,高级住宅,开启,电梯框架,分众传媒,16,8,3,锦华路二段1号,,199,16,8,3,0,2,"a:1:{s:7:""media_1"";d:100;}",双流区,,,1250,2002,0,0,12240,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.985616,30.567974,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3952,弗斯达酒店,弗斯达酒店,弗斯达酒店,商业中心,禁用,电子屏,亦云传媒,1,1,1,一环路北四段102号,,99,0,0,0,0,0,a:0:{},青羊区,北门,一环内,500,2000,30,1.3,18900,./Uploads/thumb/2016-11-09/5822b7ad158c8.jpg,./Uploads/ico/2016-11-09/5822b7ad158c8.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.070403,30.682532,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分06秒,杨镰齐,
成都,5524,伏龙丽景苑A区,伏龙丽景苑A区,伏龙丽景苑A区,,开启,门贴,盛世华腾,10,5,2,华阳街道丽景路888号,,99,10,5,2,0,0,"a:1:{s:7:""media_3"";d:100;}",高新区,东方,,700,2015,0,2,10500,./Uploads/ico/2018-05-11/m_5af5625e739c7.jpg,./Uploads/ico/2018-05-11/5af5625e739c7.jpg,,./Uploads/ico/2018-05-11/5af56260f24c7.jpg,104.053255,30.532628,开启,1970年01月01日 08点00分00秒,,2018年05月11日 17点29分06秒,杨镰齐,
成都,5525,伏龙丽景苑B区,伏龙丽景苑B区,伏龙丽景苑B区,,开启,门贴,盛世华腾,4,2,1,华阳街道丽景路888号,,99,4,2,1,0,0,"a:1:{s:7:""media_3"";d:100;}",高新区,东方,,500,2015,0,2,10500,./Uploads/ico/2018-05-11/m_5af5627c04e08.jpg,./Uploads/ico/2018-05-11/5af5627c04e08.jpg,,./Uploads/ico/2018-05-11/5af5627ede862.jpg,104.053255,30.532628,开启,1970年01月01日 08点00分00秒,,2018年05月11日 17点29分40秒,杨镰齐,
成都,5661,芙华·幸福彼岸,芙华·幸福彼岸,芙华·幸福彼岸,商住楼,开启,门贴,成都众燚,18,9,3,沙河源南路1号,,99,18,9,3,0,0,"a:1:{s:7:""media_3"";d:100;}",金牛区,东方,,500,2010,0,0,13250,./Uploads/ico/2018-05-18/m_5afe9694b56bb.jpg,./Uploads/ico/2018-05-18/5afe9694b56bb.jpg,,./Uploads/ico/2018-05-18/5afe969981b2e.jpg,104.05813,30.715926,开启,1970年01月01日 08点00分00秒,,2018年05月18日 17点02分18秒,杨镰齐,
成都,3783,芙华新大陆,芙华新大陆,新大陆,普通住宅,开启,电梯框架,精视传媒,23,23,7,洞子口路819号,,99,23,23,7,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",金牛区,北门,三环外,924,2006,50,1.2,13500,./Uploads/thumb/2016-03-06/56dbd08b30e70.jpg,./Uploads/ico/2016-03-06/56dbd08b30e70.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.07134,30.716929,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分03秒,杨镰齐,
,,,,芙华新大陆,,禁用,电子屏,每多力,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,芙华新大陆,,开启,门贴,正合门道,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,芙华新大陆,,禁用,门贴,中广众易,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,芙华新大陆,,开启,门贴,盛世华腾,23,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3922,芙华·幸福彼岸,芙华幸福彼岸,幸福彼岸,普通住宅,禁用,电子屏,亦云传媒,18,9,3,沙河源南路1号,,199,18,9,3,0,2,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",金牛区,北门,二环至三环,1512,2008,50,1.2,13860,./Uploads/ico/2017-05-19/m_591eb626e1204.jpg,./Uploads/ico/2017-05-19/591eb626e1204.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.057461,30.71683,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分05秒,杨镰齐,
,,,,幸福彼岸,,开启,门贴,正合门道,18,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,芙华幸福彼岸,,开启,门贴,成都众燚,18,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,芙华幸福彼岸,,开启,电梯框架,分众传媒,18,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4289,芙蓉花园二期,芙蓉花园二期,芙蓉花园二期,普通住宅,开启,电梯框架,经典视线,8,4,1,西安北路2号,,99,8,4,1,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,东方,,253,2000,30,1.2,20790,./Uploads/thumb/2017-03-10/58c24a8890691.jpg,./Uploads/ico/2017-03-10/58c24a8890691.jpg,./Uploads/ico/2017-03-10/58c24a8890870.jpg,./Uploads/ico/2018-02-26/5a93d1a901028.jpg,104.049743,30.668779,开启,1970年01月01日 08点00分00秒,yanglianqi,2018年02月26日 17点21分46秒,杨镰齐,
,,,,芙蓉花园二期,,禁用,电子屏,新潮,9,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4472,芙蓉花园三期,芙蓉花园三期,芙蓉花园三期,高级住宅,禁用,电子屏,新潮,6,2,1,西安北路2号,,99,0,0,0,0,0,a:0:{},青羊区,西门,一环内,506,2000,30,1.2,21000,./Uploads/thumb/2016-09-26/57e8987ed48dc.jpg,./Uploads/ico/2016-09-26/57e8987ed48dc.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.049,30.669218,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分15秒,杨镰齐,
成都,5238,芙蓉花园三期,芙蓉花园三期（锦芙蓉）,芙蓉花园三期（锦芙蓉）,高级住宅,开启,电梯框架,经典视线,6,2,1,西安北路2号,,99,6,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,西门,一环内,500,2015,60,1.8,37800,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2017-10-26/59f180dff1cec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.049,30.669218,开启,2017年10月26日 13点40分53秒,杨镰齐,2017年12月20日 14点44分28秒,杨镰齐,
成都,4312,芙蓉花园一期,芙蓉花园一期,芙蓉花园一期,普通住宅,开启,电梯框架,经典视线,9,5,5,西安北路2号,,99,9,5,5,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,东方,,253,2000,30,1.2,20790,./Uploads/thumb/2017-03-10/58c24a411041b.jpg,./Uploads/ico/2017-03-10/58c24a411041b.jpg,./Uploads/ico/2017-03-10/58c24a411061a.jpg,./Uploads/ico/2018-02-26/5a93d1c455511.jpg,104.048518,30.670276,开启,1970年01月01日 08点00分00秒,yanglianqi,2018年02月26日 17点22分17秒,杨镰齐,
,,,,芙蓉花园一期,,禁用,电子屏,新潮,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3612,芙蓉华庭一期,芙蓉华庭,芙蓉华庭,普通住宅,禁用,电子屏,博景传媒,8,4,1,解放路二段194号,,99,8,4,1,0,0,"a:1:{s:7:""media_3"";d:100;}",金牛区,北门,二环至三环,500,2009,50,1,14760,./Uploads/thumb/2017-03-23/58d37960b669e.jpg,./Uploads/ico/2017-03-23/58d37960b669e.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.088906,30.693823,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分00秒,杨镰齐,
,,,,芙蓉华庭,,开启,门贴,中广众易,8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1272,芙蓉华庭二期,芙蓉华庭二期(经典再现),芙蓉华庭二期(经典再现),写字楼,开启,电梯框架,经典视线,2,2,1,解放路二段194号,,99,2,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,东方,,500,2010,50,1,14760,./Uploads/thumb/2016-06-06/5754d8f487dc6.jpg,./Uploads/ico/2016-06-06/5754d8f487dc6.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.088906,30.693823,开启,2016年06月02日 18点31分57秒,yanglianqi,2018年05月17日 15点24分51秒,杨镰齐,
成都,1271,芙蓉华庭一期,芙蓉华庭一期,芙蓉华庭一期,普通住宅,开启,电梯框架,经典视线,8,4,1,解放路二段194号,,99,8,4,1,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,北门,二环至三环,500,2009,50,1,14760,./Uploads/thumb/2016-06-06/5754d93795edd.jpg,./Uploads/ico/2016-06-06/5754d93795edd.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.088975,30.694043,开启,2016年06月02日 18点31分57秒,yanglianqi,2017年12月20日 14点43分33秒,杨镰齐,
成都,3937,福合禧宾馆,福合禧宾馆,福合禧宾馆,商业中心,禁用,电子屏,亦云传媒,1,1,1,清江东路15号附2,,99,0,0,0,0,0,a:0:{},青羊区,北门,一环至二环,500,2009,30,1.3,16200,./Uploads/thumb/2016-11-09/5822b66274859.jpg,./Uploads/ico/2016-11-09/5822b66274859.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.034348,30.667858,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分05秒,杨镰齐,
成都,515,福华新起点,福华新起点,福华新起点,商住楼,开启,电梯框架,精视传媒,5,4,1,小南街128号,,99,5,4,2,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",青羊区,北门,一环内,1400,1999,54,1.3,32550,./Uploads/thumb/2016-03-06/56dbb9c86726c.jpg,./Uploads/ico/2016-03-06/56dbb9c86726c.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.053228,30.652996,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分22秒,杨镰齐,
,,,,福华新起点,,开启,门贴,成都众燚,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1854,福林公寓,福林公寓,福林公寓,商住楼,开启,电梯框架,分众传媒,4,4,1,星辉西路16号,,199,4,4,1,0,2,"a:1:{s:7:""media_1"";d:100;}",金牛区,北门,一环内,500,2001,50,1,15120,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.073671,30.679472,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分41秒,杨镰齐,
成都,6091,福年广场,福年广场,福年广场,写字楼,开启,电梯框架,分众传媒,29,3,3,吉泰路666号,,199,29,3,3,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,,,3520,1997,0,0,13000,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.064253,30.545214,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,188,福兴商厦,福兴商厦,福兴商厦,商住楼,开启,电梯框架,精视传媒,2,2,2,双桥子经华北路99号,,99,2,2,2,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,东门,一环至二环,900,2001,56,1.6,33600,./Uploads/thumb/2016-03-07/56dd228eefea7.jpg,./Uploads/ico/2016-03-07/56dd228eefea7.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.108059,30.647873,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
