城市,楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,状态,媒体类型,经营商户,电梯数,单元数,楼栋数,楼盘地址,禁忌行业,单价,电梯总数,单元总数,楼栋总数,促销价格,是否活动,媒体类型占比,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价,缩略图,大门图片,单元图片,电梯图片,经度,纬度,状态,资源录入时间,资源录入人员,操作时间,操作人员,楼盘备注
成都,4317,,上东国际（住宅）,上东国际（住宅）,普通住宅,开启,电梯框架,分众传媒,5,2,2,龙潭路3号,,199,8,3,3,0,2,"a:2:{s:7:""media_1"";d:38;s:7:""media_3"";d:62;}",成华区,北门,三环外,704,2016,50,2.1,13680,./Uploads/thumb/2016-11-16/582c08e58b1c0.jpg,./Uploads/ico/2016-11-16/582c08e58b1c0.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.162422,30.700458,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分12秒,杨镰齐,
,,,,上东国际,,禁用,电子屏,新潮,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上东国际,,开启,门贴,盛世华腾,8,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1418,上东吉座,上东吉座,上东吉座,高级住宅,开启,电梯框架,经典视线,2,2,1,均隆街6号,,99,2,2,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",锦江区,东门,一环内,500,2006,33,0.8,21000,./Uploads/thumb/2016-06-03/575122f5b06a3.jpg,./Uploads/ico/2016-06-03/575122f5b06a3.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.088279,30.649036,开启,2016年06月02日 18点31分57秒,yanglianqi,2017年12月20日 14点43分35秒,杨镰齐,
,,,,上东吉座,,开启,门贴,正合门道,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4440,上东锦城A区,上东锦城A区,上东锦城A区,普通住宅,开启,电梯框架,经典视线,13,7,5,静祥路33号,,99,13,7,5,0,0,"a:2:{s:7:""media_1"";d:62;s:7:""media_3"";d:38;}",锦江区,南门,二环至三环,1100,2009,30,1.6,19800,./Uploads/ico/2017-05-19/m_591eaaa50011a.jpg,./Uploads/ico/2017-05-19/591eaaa50011a.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.124699,30.599995,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分15秒,杨镰齐,
,,,,上东锦城A区,,禁用,电子屏,新潮,13,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上东锦城A区,,开启,门贴,盛世华腾,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4553,上东锦城B区,上东锦城B区,上东锦城B区,普通住宅,开启,电梯框架,经典视线,8,4,2,静祥路46号,,99,8,4,2,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",锦江区,南门,二环至三环,520,2009,30,1.6,19800,./Uploads/ico/2017-05-19/m_591eaab519691.jpg,./Uploads/ico/2017-05-19/591eaab519691.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.122447,30.601368,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分16秒,杨镰齐,
,,,,上东锦城B区,,禁用,电子屏,新潮,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上东锦城B区,,开启,门贴,盛世华腾,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1449,上东世家,上东世家,上东世家,普通住宅,开启,电梯框架,经典视线,7,7,2,东虹路52号,,99,7,7,3,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",成华区,东门,二环至三环,504,2014,50,2.3,17010,./Uploads/thumb/2016-06-03/5750e94220a9a.jpg,./Uploads/ico/2016-06-03/5750e94220a9a.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.153076,30.641827,开启,2016年06月02日 18点31分57秒,yanglianqi,2017年12月20日 14点43分36秒,杨镰齐,
,,,,上东世家,,开启,门贴,中广众易,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上东世家,,开启,门贴,成都众燚,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6271,上东阳光四期,上东阳光4期,上东阳光4期,高级住宅,开启,电梯框架,分众传媒,27,22,9,洪河大道梧桐路60号,,199,27,22,9,0,2,"a:1:{s:7:""media_1"";d:100;}",龙泉驿区,,,1833,2001,0,0,18631,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.173548,30.618553,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6272,上东阳光艾特公馆,上东阳光艾特公馆,上东阳光艾特公馆,高级住宅,开启,电梯框架,分众传媒,17,13,5,洪河大道梧桐中路56号,,199,17,13,5,0,2,"a:1:{s:7:""media_1"";d:100;}",龙泉驿区,,,833,2004,0,0,16584,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.175247,30.620746,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6273,上东阳光三期,上东阳光三期,上东阳光三期,高级住宅,开启,电梯框架,分众传媒,57,49,18,洪河北路梧桐路60号,,199,57,49,18,0,2,"a:1:{s:7:""media_1"";d:100;}",龙泉驿区,,,2353,2005,0,0,16682,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.173548,30.618553,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,5229,上东一号B区,上东一号B区,上东一号B区,普通住宅,开启,电梯框架,四川城市纵横传播有限公司,18,9,5,东昌路55号,,99,18,9,5,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,东方,,1734,2011,30,1.8,16200,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2017-10-26/59f17fda619a4.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.106178,30.717215,开启,2017年10月26日 13点40分51秒,杨镰齐,2018年05月17日 17点50分03秒,杨镰齐,
成都,219,上东一号C区,上东一号C区,,普通住宅,,,,,,,荆翠中路300号,,99,0,0,0,0,0,a:0:{},成华区,东方,,560,2011,50,1.3,16200,./Uploads/thumb/2016-03-07/56dd320a0b3e1.jpg,./Uploads/ico/2016-03-07/56dd320a0b3e1.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.108116,30.714702,禁用,2016年03月04日 16点58分06秒,yanglianqi,2018年05月17日 17点51分43秒,杨镰齐,
成都,5676,上风瑞庭,上风瑞庭,上风瑞庭,高级住宅,开启,电梯框架,飞廉传媒,10,7,3,花土路69号,商品房,99,10,7,3,0,0,"a:1:{s:7:""media_1"";d:100;}",温江区,东方,,780,2010,0,0,8000,./Uploads/ico/2018-06-01/m_5b1118c4c1acc.jpg,./Uploads/ico/2018-06-01/5b1118c4c1acc.jpg,,./Uploads/ico/2018-06-01/5b1118c7a07a0.jpg,103.867592,30.674107,开启,1970年01月01日 08点00分00秒,,2018年06月01日 17点58分32秒,杨镰齐,
成都,2112,上海东韵,上海东韵,上海东韵,高级住宅,禁用,电梯框架,分众传媒,24,12,10,静居寺路64号,,199,0,0,0,0,2,a:0:{},锦江区,东门,二环至三环,1500,2012,39,2.1,24360,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.102762,30.625787,禁用,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分46秒,杨镰齐,
成都,1788,上海花园,上海花园,上海花园,商住楼,开启,电梯框架,分众传媒,37,20,4,紫荆南路52号,美容化妆-美发美体-诊所/药房-中医/理疗-医美整形-综合医院-专科医院-药品保健品,199,37,20,4,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,812,2006,43,2.3,28160,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.049653,30.613123,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分40秒,杨镰齐,
成都,5883,上河居,上河居,上河居,普通住宅,开启,电梯框架,飞廉传媒,12,6,5,泰康东路222号,,99,12,6,5,0,0,"a:1:{s:7:""media_1"";d:100;}",温江区,,,700,2012,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.838748,30.708872,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,3722,,上河新城,上河新城,普通住宅,禁用,电子屏,每多力,15,12,12,大安西路58号,,99,12,12,18,0,0,"a:1:{s:7:""media_3"";d:100;}",青羊区,北门,一环内,620,2007,28,1.2,17905,./Uploads/thumb/2016-11-08/5821663b6d930.jpg,./Uploads/ico/2016-11-08/5821663b6d930.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.074251,30.677007,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分02秒,杨镰齐,
,,,,上河新城,,开启,门贴,成都众燚,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6346,上河新城一期,上河新城2.3栋,上河新城2.3栋,高级住宅,开启,电梯框架,分众传媒,2,2,2,大安西路54-58号,,199,2,2,2,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,,,197,2003,0,0,15703,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075,30.6764,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,2297,上河新城一期,上河新城2栋、3栋,上河新城2.3栋,普通住宅,开启,电梯框架,分众传媒,2,2,2,大安西路58号,,199,2,2,2,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,500,2001,28,1.2,17905,./Uploads/thumb/2016-11-08/58216662e397c.jpg,./Uploads/ico/2016-11-08/58216662e397c.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.073391,30.677264,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分50秒,杨镰齐,
成都,6347,上河新城二期,上河新城2期,上河新城2期,高级住宅,开启,电梯框架,分众传媒,9,8,6,大安西路54-58号,,199,9,8,6,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,,,1167,2004,0,0,15284,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075,30.6764,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,2298,上河新城二期,上河新城二期,上河新城2期,普通住宅,开启,电梯框架,分众传媒,9,8,6,大安西路58号,,199,9,8,6,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,620,2007,28,1.2,17905,./Uploads/thumb/2016-11-08/5821665300d6b.jpg,./Uploads/ico/2016-11-08/5821665300d6b.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.074251,30.677007,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分50秒,杨镰齐,
成都,5910,上河苑,上河苑,上河苑,普通住宅,开启,电梯框架,飞廉传媒,30,15,6,郫筒梨园路一段987号,,99,30,15,6,0,0,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,1400,2010,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.86792,30.824687,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,5985,上锦康城,上锦康城,上锦康城,普通住宅,开启,电梯框架,飞廉传媒,34,17,9,学院路西段336号,,99,34,17,9,0,0,"a:1:{s:7:""media_1"";d:100;}",新都区,,,1160,2012,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,104.153982,30.810069,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,4128,上锦美地,上锦美地,上锦美地,高级住宅,开启,电梯框架,精视传媒,6,2,1,红星路35号,,99,6,2,1,0,0,"a:2:{s:7:""media_1"";d:100;s:7:""media_5"";d:0;}",锦江区,东门,一环内,539,2011,30,1.5,23100,./Uploads/thumb/2016-05-25/57457785e4fb2.jpg,./Uploads/ico/2016-05-25/57457785e4fb2.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.08831,30.665862,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分08秒,杨镰齐,
,,,,上锦美地,,禁用,电子屏,新潮,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上锦美地,,开启,等候区框架,经典视线,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3351,上锦雅筑,上锦雅筑,上锦雅筑,商住楼,开启,电梯框架,华语传媒,20,10,7,火车南站四段25号,诊所/药房-综合医院-专科医院-药品保健品,99,20,10,7,0,0,"a:1:{s:7:""media_1"";d:100;}",武侯区,南门,二环至三环,1038,2007,31,1,18480,./Uploads/ico/2017-05-09/m_5911645e0c2ec.jpg,./Uploads/ico/2017-05-09/5911645e0c2ec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.059007,30.607486,开启,2016年09月21日 10点34分25秒,yanglianqi,2017年12月20日 14点43分56秒,杨镰齐,
成都,4694,上锦颐园,上锦颐园,,高级住宅,,,,,,,高新西区尚锦路166号,,99,0,0,0,0,0,a:0:{},金牛区,西门,三环外,1500,2008,33,1.8,20000,./Uploads/thumb/2016-12-05/5844e34a087a7.jpg,./Uploads/ico/2016-12-05/5844e34a087a7.jpg,./Uploads/ico/2016-12-05/5844e34a08aaf.jpg,./Uploads/ico/2016-12-05/5844e34a08d86.jpg,103.92756,30.777066,禁用,2016年12月05日 11点47分22秒,yanglianqi,2017年12月20日 14点44分17秒,杨镰齐,
成都,5516,上林宽境,上林宽境,上林宽境,高级住宅,开启,电梯框架,飞廉传媒,5,5,5,南熏大道二段139号,商品房,99,5,5,5,0,0,"a:1:{s:7:""media_1"";d:100;}",温江区,东方,,120,2006,20,0,6000,./Uploads/ico/2018-05-08/m_5af174e7495a8.jpg,./Uploads/ico/2018-05-08/5af174e7495a8.jpg,,./Uploads/ico/2018-05-08/5af174ea62002.jpg,103.850828,30.691609,开启,1970年01月01日 08点00分00秒,,2018年05月08日 17点59分14秒,杨镰齐,
成都,4228,上霖东方一期,上霖东方,上霖东方,普通住宅,开启,门贴,成都众燚,8,3,3,崔家店路206号,,99,8,3,3,0,0,"a:1:{s:7:""media_3"";d:100;}",成华区,北门,二环至三环,772,2011,28,1.2,15300,./Uploads/ico/2017-05-24/m_59250401392df.jpg,./Uploads/ico/2017-05-24/59250401392df.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.132391,30.660355,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分10秒,杨镰齐,
成都,1543,上霖东方二期,上霖东方二期,上霖东方二期,普通住宅,开启,电梯框架,框框广告,4,2,1,崔家店路206号,,99,4,2,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",成华区,北门,二环至三环,472,2012,50,1.2,15840,./Uploads/thumb/2016-06-29/577341d2cd0e8.jpg,./Uploads/ico/2016-06-29/577341d2cd0e8.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.132507,30.659527,开启,2016年06月29日 09点57分08秒,yanglianqi,2017年12月20日 14点43分37秒,杨镰齐,
,,,,上霖东方二期,,开启,门贴,正合门道,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1542,上霖东方一期,上霖东方一期,上霖东方一期,普通住宅,开启,门贴,正合门道,8,4,3,崔家店路206号,,99,8,4,3,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",成华区,东门,二环至三环,300,2011,31,1.2,18480,./Uploads/thumb/2016-06-29/577341fb35995.jpg,./Uploads/ico/2016-06-29/577341fb35995.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.132506,30.65946,开启,2016年06月29日 09点57分08秒,yanglianqi,2017年12月20日 14点43分37秒,杨镰齐,
,,,,上霖东方一期,,开启,电梯框架,框框广告,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1570,上龙门,上龙门,上龙门,普通住宅,开启,门贴,盛世华腾,10,3,3,十陵街道东洪路中段166号,,99,10,3,3,0,0,"a:1:{s:7:""media_3"";d:100;}",锦江区,东门,三环外,900,2014,38,1.6,22680,./Uploads/thumb/2016-06-29/5773382e07477.jpg,./Uploads/ico/2016-06-29/5773382e07477.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.164685,30.649986,开启,2016年06月29日 09点57分08秒,yanglianqi,2017年12月20日 14点43分37秒,杨镰齐,
成都,3409,上品金沙,上品金沙,上品金沙,高级住宅,开启,电梯框架,四川城市纵横传播有限公司,42,21,4,黄忠街222号,,99,42,21,4,0,0,"a:2:{s:7:""media_1"";d:67;s:7:""media_3"";d:33;}",金牛区,西门,一环内,1500,2016,50,1.8,31500,./Uploads/thumb/2016-09-26/57e897353197c.jpg,./Uploads/ico/2017-10-26/59f17e145c482.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.010076,30.688862,开启,2016年09月23日 16点01分32秒,杨镰齐,2017年12月20日 14点43分57秒,杨镰齐,
,,,,上品金沙,,开启,门贴,中广众易,21,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3754,上品优空间,上品优空间,上品优空间,商住楼,开启,电梯框架,框框广告,2,1,1,蜀汉路516,,199,2,1,1,0,2,"a:2:{s:7:""media_1"";d:67;s:7:""media_3"";d:33;}",金牛区,西门,二环至三环,500,2007,50,1.2,14200,./Uploads/ico/2017-05-19/m_591eb7d9a32f1.jpg,./Uploads/ico/2017-05-19/591eb7d9a32f1.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.01585,30.690775,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分02秒,杨镰齐,
,,,,上品·优空间,,禁用,电子屏,每多力,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上品优空间,,开启,门贴,中广众易,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上品优空间,,开启,电梯框架,分众传媒,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5608,上善清波A区,上善清波A区,上善清波A区,高级住宅,开启,门贴,成都众燚,40,22,10,蜀鑫西二路276号,,99,40,22,10,0,0,"a:1:{s:7:""media_3"";d:100;}",青羊区,东方,,200,2008,0,0,14587,./Uploads/ico/2018-05-18/m_5afe9b6fe5ae9.jpg,./Uploads/ico/2018-05-18/5afe9b6fe5ae9.jpg,,./Uploads/ico/2018-05-18/5afe9b728e1d0.jpg,103.986933,30.686845,开启,1970年01月01日 08点00分00秒,,2018年05月18日 17点23分14秒,杨镰齐,
成都,5640,上善清波B区,上善清波B区,上善清波B区,高级住宅,开启,门贴,成都众燚,33,18,9,蜀鑫西二路275号,,99,33,18,9,0,0,"a:1:{s:7:""media_3"";d:100;}",青羊区,东方,,500,2004,0,0,15620,./Uploads/ico/2018-05-18/m_5afe8fae8a988.jpg,./Uploads/ico/2018-05-18/5afe8fae8a988.jpg,,./Uploads/ico/2018-05-18/5afe8fb14164d.jpg,103.986933,30.686845,开启,1970年01月01日 08点00分00秒,,2018年05月18日 16点32分53秒,杨镰齐,
成都,6422,上上城,上上城,,高级住宅,,,,,,,凤溪大道北段535号,,199,0,0,0,0,0,a:0:{},温江区,,,660,1997,0,0,10417,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.82873,30.698879,禁用,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,1598,上实·海上海南苑,上实·海上海南苑,海上海南苑,普通住宅,开启,电梯框架,分众传媒,13,7,5,和美东路221号,,199,13,7,5,0,2,"a:1:{s:7:""media_1"";d:100;}",成华区,东门,三环外,1758,2014,28,2.3,17850,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.159867,30.626388,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分37秒,杨镰齐,
成都,4730,上水花苑,上水花苑,上水花苑,普通住宅,开启,电梯框架,四川城市纵横传播有限公司,4,2,2,万寿西路288号,,99,4,2,2,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",武侯区,西门,三环外,260,2016,28,2.1,16000,./Uploads/thumb/2017-03-10/58c261a67f0ca.jpg,./Uploads/ico/2017-03-10/58c261a67f0ca.jpg,./Uploads/ico/2017-03-10/58c261a67f2d0.jpg,./Uploads/ico/2017-03-10/58c261a67f42b.jpg,103.979311,30.656422,开启,2017年01月12日 13点35分34秒,yanglianqi,2017年12月20日 14点44分18秒,杨镰齐,
,,,,上水花苑,,开启,门贴,盛世华腾,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3895,上行东方,上行东方,上行东方,普通住宅,开启,电梯框架,四川城市纵横传播有限公司,32,16,4,文德路50号,,99,32,16,4,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,北门,二环至三环,1004,2008,28,1.6,14760,./Uploads/ico/2017-05-24/m_592500522fca4.JPG,./Uploads/ico/2017-05-24/592500522fca4.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.113183,30.688191,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分05秒,杨镰齐,
,,,,上行东方,,禁用,电子屏,新潮,32,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4153,上行汇锦,上行汇锦,上行汇锦,高级住宅,开启,电梯框架,四川城市纵横传播有限公司,6,2,2,点将台东街89号,,99,6,2,2,0,0,"a:2:{s:7:""media_1"";d:33;s:7:""media_3"";d:67;}",锦江区,东门,一环内,420,2014,30,1.5,23100,./Uploads/thumb/2016-03-07/56dcf97e98e33.jpg,./Uploads/ico/2016-03-07/56dcf97e98e33.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.093417,30.650302,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分09秒,杨镰齐,
,,,,上行汇锦,,禁用,门贴,中广众易,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上行汇锦,,开启,门贴,正合门道,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,上行汇锦,,开启,门贴,盛世华腾,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3782,上行锦绣一期,上行锦绣,上行锦绣,普通住宅,禁用,电子屏,每多力,29,14,6,荆竹坝东街333号,,99,29,14,6,0,0,"a:1:{s:7:""media_3"";d:100;}",成华区,北门,二环至三环,900,2013,30,1.3,16020,./Uploads/thumb/2016-11-08/5821682b3d67d.jpg,./Uploads/ico/2016-11-08/5821682b3d67d.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.095361,30.711046,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分03秒,杨镰齐,
,,,,上行锦绣,,开启,门贴,中广众易,29,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,220,上行锦绣二期,上行锦绣二期,上行锦绣二期,普通住宅,开启,电梯框架,精视传媒,12,6,2,荆竹坝东街333号,,99,12,6,2,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,北门,二环至三环,900,2010,28,1.3,16560,./Uploads/thumb/2016-03-07/56dd32333692f.jpg,./Uploads/ico/2016-03-07/56dd32333692f.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.095361,30.711046,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
成都,221,上行锦绣一期,上行锦绣一期,上行锦绣一期,普通住宅,开启,电梯框架,精视传媒,17,8,4,荆竹坝路东街333号附1号,,99,17,8,4,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,北门,二环至三环,292,2008,28,1.3,16560,./Uploads/thumb/2016-03-07/56dd3266b26c6.jpg,./Uploads/ico/2016-03-07/56dd3266b26c6.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.101255,30.660122,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
